0463375821,00002,5052064478,07/15/2015,09.52.21,S,0000000000000000001,N,Y,000000000313131
0463375821,00002,5052064478,07/15/2015,10.27.53,S,0000000000000000001,N,N,000005052632708
0463375821,00002,5052064478,07/15/2015,10.29.39,S,0000000000000000001,N,Y,000005052632708
0463375821,00002,5052064478,07/15/2015,10.54.35,D,0000000000000002536, , ,000000000000000
0463375821,00002,5052064478,07/15/2015,11.13.26,D,0000000000002360741, , ,000000000000000
0463375821,00002,5052064478,07/15/2015,18.18.54,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,18.19.49,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.23.12,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,18.23.40,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,18.23.46,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.23.58,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.26.05,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,18.26.18,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.29.21,S,0000000000000000001,N,N,000005053315622
0463375821,00002,5052064478,07/15/2015,18.45.56,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,18.49.08,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.56.37,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,18.57.04,S,0000000000000000001,N,N,000005057306710
0463375821,00002,5052064478,07/15/2015,19.05.20,S,0000000000000000001,N,Y,000005057306710
0463375821,00002,5052064478,07/15/2015,20.16.37,S,0000000000000000001,N,Y,000005052705048
0463375821,00002,5052064478,07/15/2015,22.27.27,D,0000000000000005799, , ,000000000000000
0463375821,00002,5052064478,07/15/2015,22.45.53,D,0000000000000823807, , ,000000000000000
0463375821,00002,5052064478,07/15/2015,22.49.03,S,0000000000000000001,N,Y,000000000000000
0463375821,00002,5052064478,07/16/2015,09.30.53,D,0000000000009900194, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,10.53.46,D,0000000000000165207, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,12.00.38,D,0000000000000479782, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,12.50.30,D,0000000000000005386, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,12.58.35,D,0000000000004962741, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,18.21.14,D,0000000000000044099, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,18.21.59,D,0000000000000118184, , ,000000000000000
0463375821,00002,5052064478,07/16/2015,18.53.07,D,0000000000000005636, , ,000000000000000
0463375821,00002,5052064974,07/15/2015,18.42.30,S,0000000000000000001,N,N,000005052391755
0463375821,00002,5052064974,07/15/2015,21.14.43,D,0000000000000015771, , ,000000000000000
0463375821,00002,5052064974,07/15/2015,21.24.01,D,0000000000000010434, , ,000000000000000
0463375821,00002,5052064974,07/15/2015,21.44.32,D,0000000000000010170, , ,000000000000000
0463375821,00002,5052064974,07/16/2015,13.53.20,V,0000000000000000042,N,Y,000005055521070
0463375821,00002,5052281243,07/15/2015,16.53.39,D,0000000000002489120, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,07.21.13,D,0000000000001159950, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,08.13.22,V,0000000000000000063,N,Y,000005053661578
0463375821,00002,5052281243,07/16/2015,09.05.03,V,0000000000000000959,N,Y,000003035150294
0463375821,00002,5052281243,07/16/2015,12.25.04,D,0000000000000014738, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,12.36.15,D,0000000000000000548, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,12.39.50,D,0000000000000058802, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,13.07.27,D,0000000000000553698, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,15.24.59,D,0000000000000150762, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,16.31.01,D,0000000000000368693, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,19.57.00,V,0000000000000000092,N,Y,000005055521057
0463375821,00002,5052281243,07/16/2015,19.58.27,D,0000000000000010584, , ,000000000000000
0463375821,00002,5052281243,07/16/2015,20.29.23,V,0000000000000000206,N,Y,000005055521057
0463375821,00002,5052284873,07/15/2015,16.27.33,S,0000000000000000001,N,Y,000000000265265
0463375821,00002,5052284873,07/15/2015,17.30.27,S,0000000000000000001,N,Y,000000000075283
0463375821,00002,5052284873,07/16/2015,08.05.19,V,0000000000000000246,N,Y,000005052803184
0463375821,00002,5052284873,07/16/2015,08.10.30,V,0000000000000000053,N,N,000005052803184
0463375821,00002,5052284873,07/16/2015,08.11.30,V,0000000000000000014,N,N,000005055548122
0463375821,00002,5052284873,07/16/2015,08.12.15,V,0000000000000000036,N,Y,000005055548122
0463375821,00002,5052284873,07/16/2015,08.12.50,V,0000000000000000005,N,N,000000000000086
0463375821,00002,5052284873,07/16/2015,08.43.00,V,0000000000000000092,N,N,000005058989536
0463375821,00002,5052284873,07/16/2015,08.52.35,V,0000000000000000087,N,Y,000005052803184
0463375821,00002,5052284873,07/16/2015,08.54.48,D,0000000000000187789, , ,000000000000000
0463375821,00002,5052284873,07/16/2015,13.21.04,V,0000000000000000030,N,Y,000002818065695
0463375821,00002,5052284873,07/16/2015,15.38.23,V,0000000000000000114,N,Y,000005052803184
0463375821,00002,5052284873,07/16/2015,17.47.14,V,0000000000000000118,N,N,000005058592479
0463375821,00002,5052284873,07/16/2015,17.49.26,V,0000000000000000074,N,N,000005058989536
0463375821,00002,5052284873,07/16/2015,17.51.28,V,0000000000000000037,N,N,000005058592479
0463375821,00002,5052284873,07/16/2015,17.52.27,V,0000000000000000048,N,N,000005055525700
0463375821,00002,5052284873,07/16/2015,17.53.37,V,0000000000000000048,N,N,000005055527971
0463375821,00002,5052284873,07/16/2015,17.57.13,V,0000000000000000105,N,Y,000005058592479
0463375821,00002,5052284873,07/16/2015,18.43.29,V,0000000000000000136,N,Y,000005054018148
0463375821,00002,5052284873,07/16/2015,19.36.23,V,0000000000000000166,N,Y,000005052803184
0463375821,00002,5052288853,07/15/2015,14.40.06,D,0000000000000039030, , ,000000000000000
0463375821,00002,5052288853,07/15/2015,18.12.29,D,0000000000000019278, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,10.21.54,D,0000000000000051952, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,13.45.15,D,0000000000000062586, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,13.56.52,D,0000000000000005804, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,13.58.50,D,0000000000000010316, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,14.01.06,D,0000000000000006417, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,14.22.30,D,0000000000000000000, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,14.24.30,D,0000000000000009094, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,17.21.44,D,0000000000000010275, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,17.32.20,D,0000000000000009750, , ,000000000000000
0463375821,00002,5052288853,07/16/2015,17.48.35,D,0000000000000079778, , ,000000000000000
0463375821,00002,5052397389,07/15/2015,08.53.48,D,0000000000002434352, , ,000000000000000
0463375821,00002,5052402074,07/15/2015,08.30.23,S,0000000000000000001,N,Y,000005055504004
0463375821,00002,5052402074,07/15/2015,08.31.01,S,0000000000000000001,N,N,000005055504004
0463375821,00002,5052402074,07/15/2015,08.31.13,S,0000000000000000001,N,Y,000005055504004
0463375821,00002,5052402074,07/15/2015,08.31.45,S,0000000000000000001,N,N,000005055504004
0463375821,00002,5052402074,07/16/2015,20.36.36,V,0000000000000000086,N,N,000005055504004
0463375821,00002,5052402552,07/16/2015,08.49.36,V,0000000000000000280,N,Y,000005052288177
0463375821,00002,5052402552,07/16/2015,08.58.57,V,0000000000000000079,N,Y,000005055596100
0463375821,00002,5052402552,07/16/2015,09.00.31,V,0000000000000000041,N,N,000005055527951
0463375821,00002,5052402552,07/16/2015,09.07.56,D,0000000000000030826, , ,000000000000000
0463375821,00002,5052402552,07/16/2015,09.24.09,V,0000000000000000013,N,Y,000005054597257
0463375821,00002,5052402552,07/16/2015,09.24.37,V,0000000000000000050,N,N,000005054597257
0463375821,00002,5052402552,07/16/2015,09.41.49,V,0000000000000000048,N,N,000005052698611
0463375821,00002,5052402552,07/16/2015,11.18.53,V,0000000000000000030,N,N,000005052698611
0463375821,00002,5052402552,07/16/2015,11.31.35,V,0000000000000000066,N,N,000005055078519
0463375821,00002,5052402552,07/16/2015,11.32.51,V,0000000000000001198,N,N,000005052288177
0463375821,00002,5052402552,07/16/2015,11.53.31,V,0000000000000000033,N,Y,000005055078519
0463375821,00002,5052402552,07/16/2015,12.02.11,V,0000000000000000194,N,Y,000005052288177
0463375821,00002,5052402552,07/16/2015,13.33.42,V,0000000000000000429,N,N,000005052288177
0463375821,00002,5052402552,07/16/2015,16.48.36,V,0000000000000000373,N,N,000005052288177
0463375821,00002,5052402552,07/16/2015,19.17.25,V,0000000000000000096,N,Y,000005052288177
0463375821,00002,5052402552,07/16/2015,19.28.20,V,0000000000000000313,N,N,000005052288177
0463375821,00002,5052402552,07/16/2015,19.40.47,V,0000000000000000065,N,N,000005058314191
0463375821,00002,5052402552,07/16/2015,20.05.14,V,0000000000000000048,N,N,000005052288177
0463375821,00002,5052402552,07/16/2015,20.38.23,V,0000000000000000116,N,N,000005056813758
0463375821,00002,5052599451,07/15/2015,11.15.33,S,0000000000000000001,N,Y,000005054015334
0463375821,00002,5052599451,07/15/2015,11.16.52,S,0000000000000000001,N,N,000005054015334
0463375821,00002,5052599451,07/15/2015,11.17.08,S,0000000000000000001,N,Y,000005054015334
0463375821,00002,5052599451,07/16/2015,09.11.21,V,0000000000000000156,N,N,000005054015334
0463375821,00002,5052599451,07/16/2015,09.33.10,V,0000000000000000628,N,Y,000005058590752
0463375821,00002,5052599451,07/16/2015,10.27.29,V,0000000000000000034,N,N,000005054015334
0463375821,00002,5052599451,07/16/2015,13.19.53,D,0000000000000008218, , ,000000000000000
0463375821,00002,5052599451,07/16/2015,13.25.53,D,0000000000000022903, , ,000000000000000
0463375821,00002,5052639173,07/14/2015,09.10.23,S,0000000000000000001,N,Y,000005052401457
0463375821,00002,5052639173,07/14/2015,13.17.42,S,0000000000000000001,N,Y,000005052402782
0463375821,00002,5052639173,07/15/2015,03.55.44,S,0000000000000000001,N,Y,000005052402782
0463375821,00002,5052639173,07/15/2015,08.58.05,S,0000000000000000001,N,Y,000005052748315
0463375821,00002,5052639173,07/15/2015,12.55.12,S,0000000000000000001,N,Y,000005052401457
0463375821,00002,5052639173,07/16/2015,06.56.03,D,0000000000006213973, , ,000000000000000
0463375821,00002,5052639173,07/16/2015,07.46.14,V,0000000000000002754,N,N,000005052401457
0463375821,00002,5052639173,07/16/2015,09.06.12,V,0000000000000000917,N,N,000005052401457
0463375821,00002,5052639173,07/16/2015,09.56.38,V,0000000000000000039,N,N,000005052871601
0463375821,00002,5052639173,07/16/2015,09.57.44,V,0000000000000000120,N,N,000005056816513
